v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,poorest,married,currently in union/living with a man,18,10,29,no,,28,does not own,does not own,,11,no,no,no,no,no
province 6,rural,,,,,,no,no,no,woman selected and interviewed,9,1,no,poorest,never in union,never in union,,,,currently working,not paid,16,does not own,does not own,,,no,yes,no,no,no
province 6,rural,no,no,no,no,yes,no,"yes, more than once","yes, more than once",woman selected and interviewed,5,2,no,poorest,married,currently in union/living with a man,13,11,35,no,,25,does not own,does not own,,0,yes,yes,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,10,1,no,poorest,married,currently in union/living with a man,20,6,29,currently working,not paid,26,does not own,does not own,,11,yes,yes,no,no,no
province 6,rural,no,yes,no,yes,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,16,23,43,currently working,cash and in-kind,40,does not own,does not own,less than him,5,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,22,47,no,,39,does not own,does not own,,0,yes,yes,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,15,25,42,no,,40,does not own,does not own,,9,no,no,no,no,no
province 6,rural,no,yes,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,29,44,currently working,cash and in-kind,43,does not own,does not own,less than him,0,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,15,21,51,currently working,not paid,36,does not own,does not own,,9,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,no,poorest,married,currently in union/living with a man,14,9,26,currently working,cash and in-kind,24,does not own,does not own,less than him,11,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,18,5,25,no,,24,does not own,does not own,,9,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,15,14,33,no,,29,does not own,does not own,,9,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,19,9,42,currently working,cash and in-kind,28,does not own,does not own,about the same,0,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,not a dejure resident,poorest,married,currently in union/living with a man,17,6,21,currently working,not paid,23,does not own,does not own,,9,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,20,28,54,no,,49,does not own,does not own,,0,no,no,no,no,no
province 6,rural,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,19,19,40,currently working,cash and in-kind,39,does not own,does not own,less than him,11,yes,yes,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,16,16,36,no,,32,does not own,does not own,,6,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,25,12,38,no,,38,does not own,does not own,,11,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,8,2,no,poorest,married,currently in union/living with a man,19,3,23,currently working,cash and in-kind,23,does not own,does not own,less than him,11,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,16,9,32,currently working,not paid,26,does not own,does not own,,9,yes,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,not a dejure resident,poorest,married,currently in union/living with a man,17,8,29,currently working,cash and in-kind,26,does not own,does not own,less than him,8,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,22,19,41,no,,41,does not own,does not own,,11,no,yes,no,no,no
province 6,rural,,,,,,no,no,no,woman selected and interviewed,8,0,no,poorest,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,yes,yes
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,21,48,no,,38,does not own,does not own,,7,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,24,16,49,no,,40,alone only,alone only,,2,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,16,20,40,no,,37,does not own,does not own,,5,yes,yes,yes,yes,yes
province 6,rural,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,17,12,29,no,,29,does not own,does not own,,11,no,no,no,no,no
province 6,rural,no,no,no,no,yes,don't know,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,16,9,42,no,,26,does not own,does not own,,9,no,no,no,no,no
province 6,rural,,,,,,no,no,no,woman selected and interviewed,4,2,no,poorest,never in union,never in union,,,,no,,20,does not own,does not own,,,no,yes,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,17,6,25,no,,23,alone only,alone only,,8,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,19,15,39,no,,34,does not own,does not own,,5,no,no,no,no,no
province 6,rural,,,,,,no,no,no,woman selected and interviewed,9,1,no,poorest,never in union,never in union,,,,no,,16,does not own,does not own,,,no,yes,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,18,16,40,no,,34,does not own,does not own,,5,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,14,40,no,,28,does not own,does not own,,2,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,32,45,no,,46,does not own,does not own,,0,yes,yes,yes,yes,yes
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,1,no,poorest,married,currently in union/living with a man,19,2,21,no,,21,does not own,does not own,,11,no,no,no,no,no
province 6,rural,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,17,23,50,no,,41,does not own,does not own,,10,no,no,no,no,no
province 6,urban,no,yes,yes,no,no,no,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,18,25,49,currently working,not paid,43,does not own,does not own,,5,no,no,no,no,no
province 6,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,poorest,married,currently in union/living with a man,13,18,35,currently working,cash only,32,does not own,does not own,more than him,9,no,no,no,no,no
province 6,urban,yes,no,no,no,yes,no,no,no,woman selected and interviewed,1,0,no,poorer,married,currently in union/living with a man,15,30,50,currently working,not paid,45,does not own,does not own,,10,no,no,no,no,no
province 6,urban,,,,,,yes,no,no,woman selected and interviewed,0,0,no,poorer,never in union,never in union,,,,currently working,not paid,28,does not own,does not own,,,no,no,no,no,no
province 6,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,poorest,never in union,never in union,,,,currently working,not paid,16,does not own,does not own,,,no,no,no,no,no
province 6,urban,,,,,,yes,no,no,woman selected and interviewed,8,0,no,poorest,never in union,never in union,,,,currently working,not paid,15,does not own,does not own,,,no,yes,no,no,no
province 6,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,11,2,no,poorest,married,currently in union/living with a man,21,5,25,currently working,not paid,27,does not own,does not own,,11,no,yes,no,no,no
province 6,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,13,11,28,currently working,not paid,25,does not own,does not own,,11,no,yes,no,no,no
province 6,urban,,,,,,no,no,no,woman selected and interviewed,10,0,no,poorest,never in union,never in union,,,,currently working,not paid,16,does not own,does not own,,,no,no,no,no,no
province 6,urban,yes,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,16,23,46,currently working,cash and in-kind,40,does not own,does not own,about the same,10,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,25,52,in the past year,not paid,41,does not own,does not own,,4,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,18,10,31,in the past year,in-kind only,29,does not own,does not own,,3,no,no,no,no,no
province 6,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,21,6,30,currently working,not paid,27,does not own,does not own,,0,no,no,no,no,no
province 6,rural,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,2,2,no,poorest,married,currently in union/living with a man,16,5,28,currently working,not paid,22,does not own,does not own,,3,yes,yes,no,no,no
province 6,rural,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,0,1,no,poorest,widowed,formerly in union/living with a man,21,14,,currently working,not paid,35,does not own,does not own,,,no,no,no,no,no
province 6,rural,no,no,no,yes,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,15,25,47,currently working,not paid,41,does not own,does not own,,0,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,18,35,in the past year,in-kind only,33,does not own,does not own,,6,no,no,no,no,no
province 6,rural,no,yes,yes,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,27,50,in the past year,not paid,43,does not own,does not own,,8,no,yes,no,no,yes
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,16,12,32,in the past year,in-kind only,29,does not own,does not own,,8,no,no,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorest,widowed,formerly in union/living with a man,17,13,,in the past year,in-kind only,30,does not own,does not own,,,no,no,yes,no,no
province 6,rural,no,no,no,no,yes,no,"yes, more than once","yes, more than once",woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,17,23,44,in the past year,not paid,40,does not own,does not own,,5,no,yes,no,no,yes
province 6,rural,,,,,,no,no,no,woman selected and interviewed,6,0,no,poorest,never in union,never in union,,,,no,,15,does not own,does not own,,,yes,yes,no,no,no
province 6,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,1,1,no,poorest,married,currently in union/living with a man,18,2,24,in the past year,not paid,21,does not own,does not own,,9,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,1,0,no,poorest,married,currently in union/living with a man,15,23,44,no,,39,does not own,does not own,,8,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,6,0,no,poorer,never in union,never in union,,,,in the past year,not paid,15,does not own,does not own,,,yes,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,no,poorer,married,currently in union/living with a man,31,0,32,no,,32,does not own,does not own,,0,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,4,2,no,poorest,married,currently in union/living with a man,14,6,28,no,,21,does not own,does not own,,2,yes,no,no,no,no
province 7,urban,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,13,23,45,currently working,cash only,36,does not own,alone only,less than him,8,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,2,no,middle,married,currently in union/living with a man,16,8,26,no,,25,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,1,no,poorer,married,currently in union/living with a man,14,4,35,no,,19,does not own,does not own,,11,no,no,no,no,no
province 7,urban,yes,yes,no,no,yes,yes,no,no,woman selected and interviewed,0,0,no,poorest,widowed,formerly in union/living with a man,20,14,,currently working,not paid,35,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,16,3,25,no,,19,does not own,does not own,,4,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,1,no,poorest,never in union,never in union,,,,currently working,not paid,19,does not own,does not own,,,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,1,no,poorest,never in union,never in union,,,,in the past year,not paid,25,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,13,21,40,no,,35,does not own,does not own,,3,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,widowed,formerly in union/living with a man,18,19,,currently working,not paid,38,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,14,13,30,currently working,not paid,27,does not own,does not own,,11,no,no,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,9,0,no,poorest,never in union,never in union,,,,currently working,not paid,18,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,26,45,currently working,not paid,45,does not own,does not own,,7,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,widowed,formerly in union/living with a man,18,26,,currently working,cash and in-kind,45,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,17,13,33,currently working,cash and in-kind,30,does not own,does not own,less than him,10,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,poorest,never in union,never in union,,,,no,,22,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,18,16,36,currently working,cash and in-kind,35,does not own,does not own,less than him,7,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,not a dejure resident,richer,married,currently in union/living with a man,16,0,21,in the past year,cash only,16,does not own,does not own,less than him,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,no,richer,married,currently in union/living with a man,17,17,42,currently working,not paid,34,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,17,36,currently working,not paid,35,does not own,does not own,,1,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,16,19,38,currently working,not paid,36,does not own,does not own,,11,yes,yes,yes,no,no
province 7,urban,no,no,no,no,yes,don't know,no,no,woman selected and interviewed,5,1,no,richer,married,currently in union/living with a man,20,7,32,currently working,not paid,28,does not own,does not own,,9,no,yes,yes,yes,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,17,23,43,currently working,not paid,40,does not own,does not own,,10,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,2,0,no,richer,married,currently in union/living with a man,15,15,32,currently working,not paid,30,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,19,42,currently working,not paid,38,does not own,does not own,,0,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,1,no,richer,never in union,never in union,,,,currently working,not paid,21,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,18,16,37,currently working,not paid,34,alone only,does not own,,4,no,no,no,no,no
province 7,urban,yes,yes,no,no,yes,yes,no,no,woman selected and interviewed,9,1,not a dejure resident,middle,married,currently in union/living with a man,16,1,30,currently working,not paid,17,does not own,does not own,,8,no,no,no,no,no
province 7,urban,yes,yes,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,19,19,42,currently working,not paid,38,does not own,does not own,,6,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,1,no,richer,married,currently in union/living with a man,16,1,24,currently working,not paid,18,does not own,does not own,,9,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,widowed,formerly in union/living with a man,17,12,,currently working,cash only,29,alone only,alone only,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,2,no,richer,married,currently in union/living with a man,30,3,38,no,,34,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,8,0,not a dejure resident,richest,married,currently in union/living with a man,18,1,21,in the past year,not paid,19,does not own,does not own,,9,no,yes,no,no,yes
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,0,no,richer,widowed,formerly in union/living with a man,15,13,,currently working,cash only,29,does not own,does not own,,,no,no,no,no,no
province 7,urban,yes,no,no,yes,no,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,15,15,34,no,,30,does not own,does not own,,8,yes,no,no,yes,yes
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,richer,married,currently in union/living with a man,15,10,38,no,,25,does not own,does not own,,2,no,no,no,no,no
province 7,urban,no,no,no,no,yes,don't know,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,15,13,31,no,,28,does not own,does not own,,0,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,17,5,23,in the past year,cash only,23,does not own,does not own,less than him,4,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,17,23,43,currently working,cash only,40,does not own,alone only,less than him,5,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,yes,richest,married,currently in union/living with a man,18,14,42,currently working,cash only,32,does not own,alone only,more than him,11,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,yes,richest,married,currently in union/living with a man,19,4,28,in the past year,not paid,23,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,14,16,30,currently working,cash and in-kind,30,does not own,does not own,about the same,0,no,yes,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,richest,never in union,never in union,,,,no,,29,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,10,0,no,richer,married,currently in union/living with a man,15,12,32,currently working,cash only,28,does not own,does not own,less than him,8,no,no,no,no,no
province 7,urban,no,no,no,yes,yes,no,no,no,woman selected and interviewed,9,1,yes,richer,married,currently in union/living with a man,19,15,34,currently working,cash only,34,does not own,does not own,less than him,7,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,not a dejure resident,richest,married,currently in union/living with a man,24,3,32,no,,27,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,richest,married,currently in union/living with a man,21,11,34,currently working,cash only,32,does not own,does not own,about the same,3,yes,yes,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,0,no,richest,married,currently in union/living with a man,16,17,39,no,,33,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,19,15,34,no,,34,does not own,alone only,,11,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,yes,richest,never in union,never in union,,,,no,,22,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,1,yes,richest,married,currently in union/living with a man,17,12,30,no,,29,does not own,does not own,,10,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,17,0,27,no,,18,does not own,does not own,,11,no,no,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,6,1,no,richer,never in union,never in union,,,,no,,18,does not own,does not own,,,yes,yes,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richest,married,currently in union/living with a man,26,8,34,currently working,cash only,35,does not own,does not own,less than him,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,15,19,35,no,,34,does not own,alone only,,11,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,middle,never in union,never in union,,,,no,,16,does not own,does not own,,,yes,yes,yes,no,no
province 7,urban,yes,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,15,5,27,currently working,cash and in-kind,21,does not own,does not own,less than him,9,no,no,no,no,no
province 7,urban,yes,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,not a dejure resident,richest,married,currently in union/living with a man,16,2,22,no,,18,does not own,does not own,,10,no,no,no,no,no
province 7,urban,no,no,no,no,yes,don't know,no,no,woman selected and interviewed,0,1,no,richer,married,currently in union/living with a man,17,17,35,no,,34,does not own,does not own,,7,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,15,35,currently working,cash and in-kind,33,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,2,no,richer,married,currently in union/living with a man,21,13,36,currently working,cash and in-kind,35,does not own,does not own,less than him,7,no,no,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,9,0,no,poorer,never in union,never in union,,,,currently working,not paid,19,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,11,19,36,no,,31,does not own,does not own,,9,yes,no,no,no,no
province 7,urban,yes,no,no,no,yes,no,no,no,woman selected and interviewed,9,2,no,richer,married,currently in union/living with a man,19,1,31,no,,20,does not own,does not own,,5,no,yes,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,7,0,no,richer,never in union,never in union,,,,no,,16,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,0,no,poorer,married,currently in union/living with a man,15,14,36,no,,30,does not own,does not own,,7,no,no,no,no,no
province 7,urban,,,,,,don't know,no,no,woman selected and interviewed,4,0,no,poorer,never in union,never in union,,,,in the past year,not paid,17,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,8,0,no,poorer,married,currently in union/living with a man,15,0,21,no,,15,does not own,does not own,,10,yes,yes,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,middle,married,currently in union/living with a man,20,6,30,no,,27,does not own,does not own,,8,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,21,23,47,currently working,cash and in-kind,44,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,3,0,no,poorer,married,currently in union/living with a man,16,14,31,no,,30,does not own,does not own,,3,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,5,0,no,richer,married,currently in union/living with a man,16,19,48,no,,35,does not own,does not own,,2,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,17,30,48,no,,47,does not own,does not own,,5,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,10,1,no,middle,married,currently in union/living with a man,19,1,29,no,,20,does not own,does not own,,11,yes,yes,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,poorer,married,currently in union/living with a man,18,0,18,currently working,not paid,18,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,19,1,23,in the past year,not paid,20,does not own,does not own,,10,no,no,no,no,no
province 7,urban,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,16,22,51,currently working,cash and in-kind,38,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,13,8,24,currently working,cash only,22,does not own,does not own,less than him,9,no,yes,no,no,no
province 7,urban,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,18,25,49,no,,44,does not own,does not own,,0,no,no,no,no,no
province 7,urban,no,yes,yes,no,yes,don't know,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,14,31,43,no,,45,does not own,does not own,,0,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,17,40,currently working,cash only,35,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,20,0,28,in the past year,cash only,21,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,5,0,no,middle,married,currently in union/living with a man,20,12,33,in the past year,cash only,33,does not own,does not own,less than him,1,no,no,no,no,no
province 7,urban,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,14,15,28,no,,29,does not own,does not own,,4,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,1,2,no,poorer,married,currently in union/living with a man,15,4,26,currently working,in-kind only,20,does not own,does not own,,0,no,yes,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,9,0,no,poorer,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,10,0,no,poorer,never in union,never in union,,,,currently working,cash only,21,does not own,does not own,,,no,yes,yes,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,19,25,48,in the past year,not paid,44,alone only,alone only,,0,no,yes,no,no,no
province 7,urban,no,yes,no,yes,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,16,25,40,currently working,not paid,41,does not own,does not own,,3,no,no,no,no,no
